Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable,Instances,Rules_with_labels,Instances_with_labels,Variable_types
?b  109  ?f  ?a  2587  ?f   => ?a  2587  ?b,0.957131569,0.997118749,1.0,4845,4859,4845,?b,18091036 109 18091036 335957 2587 21593276 => 335957 2587 21593276,?b /education/educational_institution/campuses ?f ?a /measurement_unit/dated_money_value/currency-/education/university/local_tuition ?f => ?a /measurement_unit/dated_money_value/currency-/education/university/local_tuition ?b,The Art Institute of Seattle /education/educational_institution/campuses The Art Institute of Seattle United States Dollar /measurement_unit/dated_money_value/currency-/education/university/local_tuition University of Illinois at Springfield => United States Dollar /measurement_unit/dated_money_value/currency-/education/university/local_tuition University of Illinois at Springfield,"{'?b': ""['/education/educational_institution', '/organization/endowed_organization', '/education/educational_institution_campus', '/business/employer', '/award/ranked_item', '/location/location', '/organization/organization', '/education/university']"", '?f': ""['/education/educational_institution', '/organization/endowed_organization', '/education/educational_institution_campus', '/business/employer', '/award/ranked_item', '/location/location', '/organization/organization', '/education/university']"", '?a': ""['/finance/currency']""}"
?b  113  ?f  ?a  2098  ?f   => ?a  2098  ?b,0.606635071,1.0,1.0,128,128,128,?a,22764004 113 11833380 39475262 2098 7289507 => 39475262 2098 7289507,?b /award/award_category/category_of ?f ?a /award/award_judging_term/judge-/award/award_judging_term/award ?f => ?a /award/award_judging_term/judge-/award/award_judging_term/award ?b,Artios Award for Best Animated Voice-Over Feature Casting /award/award_category/category_of Artios Award Ilhami Emin /award/award_judging_term/judge-/award/award_judging_term/award European Union Prize for Literature => Ilhami Emin /award/award_judging_term/judge-/award/award_judging_term/award European Union Prize for Literature,"{'?b': ""['/award/award', '/award/award_category']"", '?f': ""['/award/award', '/award/award_category']"", '?a': ""['/people/person', '/award/award_judge']""}"
?b  113  ?f  ?a  2610  ?f   => ?a  2610  ?b,0.591205212,1.0,1.0,363,363,363,?a,22764004 113 11833380 17478578 2610 26215292 => 17478578 2610 26215292,?b /award/award_category/category_of ?f ?a /award/long_list_nomination/nominated_work-/award/award_category/long_lists ?f => ?a /award/long_list_nomination/nominated_work-/award/award_category/long_lists ?b,Artios Award for Best Animated Voice-Over Feature Casting /award/award_category/category_of Artios Award Far to Go /award/long_list_nomination/nominated_work-/award/award_category/long_lists Man Booker Prize => Far to Go /award/long_list_nomination/nominated_work-/award/award_category/long_lists Man Booker Prize,"{'?b': ""['/award/award', '/award/award_category']"", '?f': ""['/award/award', '/award/award_category']"", '?a': ""['/award/long_listed_work', '/book/written_work', '/book/book']""}"
?b  113  ?f  ?a  2611  ?f   => ?a  2611  ?b,0.588349515,1.0,1.0,303,303,303,?a,22764004 113 11833380 10404693 2611 26215292 => 12521863 2611 43438782,?b /award/award_category/category_of ?f ?a /award/long_list_nomination/nominee-/award/award_category/long_lists ?f => ?a /award/long_list_nomination/nominee-/award/award_category/long_lists ?b,Artios Award for Best Animated Voice-Over Feature Casting /award/award_category/category_of Artios Award 10404693 /award/long_list_nomination/nominee-/award/award_category/long_lists Man Booker Prize => Raja Shehadeh /award/long_list_nomination/nominee-/award/award_category/long_lists Orwell Prize for Books,"{'?b': ""['/award/award_category']"", '?f': ""['/award/award', '/award/award_category']"", '?a': ""['/people/person', '/book/author', '/organization/organization_founder', '/award/award_nominee', '/award/long_list_nominee']""}"
?b  1958  ?f  ?a  527  ?f   => ?a  527  ?b,0.875449102,1.0,1.0,2193,2193,2193,?a,115708 1958 160 26506462 527 9700 => 26506462 527 9700,?b /location/mailing_address/state_province_region-/location/mailing_address/country ?f ?a /wine/wine/region ?f => ?a /wine/wine/region ?b,"Indiana /location/mailing_address/state_province_region-/location/mailing_address/country United States of America 2004 Alesia ""Sonatera Vineyard"" Sonoma Coast Pinot Noir /wine/wine/region California => 2004 Alesia ""Sonatera Vineyard"" Sonoma Coast Pinot Noir /wine/wine/region California","{'?b': ""['/symbols/flag_referent', '/sports/sports_team_location', '/fictional_universe/fictional_setting', '/periodicals/newspaper_circulation_area', '/location/us_state', '/government/political_district', '/government/government_agency', '/film/film_location', '/wine/wine_region', '/location/dated_location', '/organization/organization_scope', '/location/location', '/book/book_subject', '/location/statistical_region', '/location/administrative_division', '/organization/organization', '/military/military_unit_place_of_origin', '/law/court_jurisdiction_area', '/meteorology/cyclone_affected_area', '/government/governmental_jurisdiction', '/symbols/name_source', '/travel/travel_destination']"", '?f': ""['/symbols/flag_referent', '/sports/sports_team_location', '/fictional_universe/fictional_setting', '/periodicals/newspaper_circulation_area', '/location/us_state', '/government/political_district', '/government/government_agency', '/film/film_location', '/wine/wine_region', '/location/dated_location', '/organization/organization_scope', '/location/location', '/book/book_subject', '/location/statistical_region', '/location/administrative_division', '/organization/organization', '/military/military_unit_place_of_origin', '/law/court_jurisdiction_area', '/meteorology/cyclone_affected_area', '/government/governmental_jurisdiction', '/symbols/name_source', '/travel/travel_destination']"", '?a': ""['/wine/wine', '/business/consumer_product']""}"
?b  1980  ?f  ?a  726  ?f   => ?a  726  ?b,0.990808824,1.0,1.0,539,539,539,?a,158785 1980 30078 39540116 726 158785 => 39540116 726 158785,?b /people/marriage/type_of_union-/people/marriage/location_of_ceremony ?f ?a /people/marriage/type_of_union ?f => ?a /people/marriage/type_of_union ?b,Marriage /people/marriage/type_of_union-/people/marriage/location_of_ceremony Athens 39540116 /people/marriage/type_of_union Marriage => 39540116 /people/marriage/type_of_union Marriage,"{'?b': ""['/visual_art/art_subject', '/book/book_subject', '/law/legal_subject', '/media_common/quotation_subject', '/religion/religious_practice', '/film/film_subject', '/people/marriage_union_type', '/tv/tv_subject']"", '?f': ""['/visual_art/art_subject', '/book/book_subject', '/law/legal_subject', '/media_common/quotation_subject', '/religion/religious_practice', '/film/film_subject', '/people/marriage_union_type', '/tv/tv_subject']""}"
?b  2022  ?f  ?a  2823  ?f   => ?a  2797  ?b,0.912844037,1.0,1.0,199,199,199,?a,24412 2022 10711362 1113014 2823 31736835 => 192955 2797 513930,?b /sports/competitor_competition_relationship/country-/sports/competitor_competition_relationship/competition ?f ?a /sports/multi_event_tournament/athletic_performances-/sports/competitor_competition_relationship/competition ?f => ?a /sports/multi_event_tournament/athletic_performances-/sports/competitor_competition_relationship/country ?b,Scotland /sports/competitor_competition_relationship/country-/sports/competitor_competition_relationship/competition Boxing at the 2014 Commonwealth Games – Light welterweight 1113014 /sports/multi_event_tournament/athletic_performances-/sports/competitor_competition_relationship/competition 31736835 => 2009 World Championships in Athletics /sports/multi_event_tournament/athletic_performances-/sports/competitor_competition_relationship/country Bahrain,"{'?b': ""['/sports/sport_country', '/symbols/flag_referent', '/government/governmental_jurisdiction', '/location/country', '/book/book_subject', '/location/location', '/royalty/kingdom', '/olympics/olympic_participating_country', '/organization/organization_member', '/location/administrative_division', '/location/dated_location', '/sports/sports_team_location', '/location/statistical_region', '/periodicals/newspaper_circulation_area', '/organization/organization_founder', '/organization/organization_scope']"", '?f': ""['/time/event', '/sports/tournament_event_competition']"", '?a': ""['/sports/multi_event_tournament', '/time/event', '/award/award_winning_work']""}"
?b  2032  ?e  ?e  933  ?a   => ?a  2129  ?b,0.907407407,1.0,1.0,147,147,147,?a,44440972 2032 991 4160 933 723083 => 666499 2129 44440972,?b /sports/competitor_competition_relationship/medal-/sports/competitor_competition_relationship/country ?e ?e /olympics/olympic_participating_country/olympics_participated_in ?a => ?a /olympics/olympic_medal_honor/olympics-/olympics/olympic_medal_honor/medal ?b,Gold medal /sports/competitor_competition_relationship/medal-/sports/competitor_competition_relationship/country Switzerland New Zealand /olympics/olympic_participating_country/olympics_participated_in 723083 => 1900 Summer Olympics /olympics/olympic_medal_honor/olympics-/olympics/olympic_medal_honor/medal Gold medal,"{'?b': ""['/sports/sport_medal', '/olympics/olympic_medal_demonstration', '/sports/sports_award_type', '/olympics/olympic_medal']"", '?e': ""['/government/governmental_jurisdiction', '/tv/tv_location', '/sports/sport_country', '/location/country', '/symbols/coat_of_arms_bearer', '/meteorology/cyclone_affected_area', '/business/business_location', '/military/military_unit_place_of_origin', '/organization/contact_category', '/symbols/flag_referent', '/fictional_universe/fictional_setting', '/organization/organization_founder', '/sports/sports_team_location', '/biology/breed_origin', '/location/statistical_region', '/business/employer', '/travel/travel_destination', '/organization/organization_member', '/olympics/olympic_participating_country', '/film/film_location', '/location/administrative_division', '/location/location', '/book/book_subject', '/military/military_combatant', '/organization/organization_scope', '/royalty/kingdom', '/periodicals/newspaper_circulation_area', '/location/dated_location', '/organization/organization_sector', '/food/beer_country_region']"", '?a': ""['/book/book_subject', '/olympics/olympic_games', '/time/event']""}"
?b  2034  ?f  ?a  2823  ?f   => ?a  2796  ?b,0.957928803,0.998313659,1.0,592,593,592,?b,40171018 2034 37859037 1113014 2823 31736835 => 192955 2796 38860006,?b /sports/competitor_competition_relationship/competitors-/sports/competitor_competition_relationship/competition ?f ?a /sports/multi_event_tournament/athletic_performances-/sports/competitor_competition_relationship/competition ?f => ?a /sports/multi_event_tournament/athletic_performances-/sports/competitor_competition_relationship/competitors ?b,Mbulaeni Mulaudzi /sports/competitor_competition_relationship/competitors-/sports/competitor_competition_relationship/competition 2009 World Championships in Athletics – Men's 800 metres 1113014 /sports/multi_event_tournament/athletic_performances-/sports/competitor_competition_relationship/competition 31736835 => 2009 World Championships in Athletics /sports/multi_event_tournament/athletic_performances-/sports/competitor_competition_relationship/competitors Mitchell Watt,"{'?b': ""['/people/person', '/sports/tournament_event_competitor', '/people/measured_person', '/sports/pro_athlete', '/olympics/olympic_athlete']"", '?f': ""['/time/event', '/sports/tournament_event_competition']"", '?a': ""['/sports/multi_event_tournament', '/time/event', '/award/award_winning_work']""}"
?b  2123  ?f  ?a  763  ?f   => ?a  763  ?b,1.0,1.0,1.0,51771,51771,51771,?a,160 2123 28607055 31846228 763 160 => 31846228 763 160,?b /government/government_position_held/jurisdiction_of_office-/government/government_position_held/district_represented ?f ?a /medicine/manufactured_drug_form/available_in ?f => ?a /medicine/manufactured_drug_form/available_in ?b,United States of America /government/government_position_held/jurisdiction_of_office-/government/government_position_held/district_represented Texas's 25th congressional district Bay Leaf 0.1 injectable solution /medicine/manufactured_drug_form/available_in United States of America => Bay Leaf 0.1 injectable solution /medicine/manufactured_drug_form/available_in United States of America,"{'?b': ""['/tv/tv_location', '/sports/sports_team_location', '/event/speech_topic', '/organization/organization_sector', '/government/governmental_jurisdiction', '/olympics/olympic_participating_country', '/location/administrative_division', '/location/country', '/sports/sport_country', '/periodicals/newspaper_circulation_area', '/location/location', '/travel/travel_destination', '/media_common/quotation_subject', '/meteorology/cyclone_affected_area', '/biology/breed_origin', '/exhibitions/exhibition_subject', '/religion/religious_leadership_jurisdiction', '/radio/radio_subject', '/location/dated_location', '/organization/contact_category', '/organization/organization_founder', '/film/film_location', '/location/statistical_region', '/business/business_location', '/media_common/quotation_addressee', '/government/government', '/military/military_unit_place_of_origin', '/fictional_universe/fictional_setting', '/symbols/flag_referent', '/symbols/name_source', '/book/book_subject', '/business/employer', '/organization/organization_member', '/business/asset_owner', '/film/film_subject', '/food/beer_country_region', '/organization/organization_scope', '/cvg/computer_game_region', '/military/military_combatant', '/law/court_jurisdiction_area']"", '?f': ""['/tv/tv_location', '/sports/sports_team_location', '/event/speech_topic', '/organization/organization_sector', '/government/governmental_jurisdiction', '/olympics/olympic_participating_country', '/location/administrative_division', '/location/country', '/sports/sport_country', '/periodicals/newspaper_circulation_area', '/location/location', '/travel/travel_destination', '/media_common/quotation_subject', '/meteorology/cyclone_affected_area', '/biology/breed_origin', '/exhibitions/exhibition_subject', '/religion/religious_leadership_jurisdiction', '/radio/radio_subject', '/location/dated_location', '/organization/contact_category', '/organization/organization_founder', '/film/film_location', '/location/statistical_region', '/business/business_location', '/media_common/quotation_addressee', '/government/government', '/military/military_unit_place_of_origin', '/fictional_universe/fictional_setting', '/symbols/flag_referent', '/symbols/name_source', '/book/book_subject', '/business/employer', '/organization/organization_member', '/business/asset_owner', '/film/film_subject', '/food/beer_country_region', '/organization/organization_scope', '/cvg/computer_game_region', '/military/military_combatant', '/law/court_jurisdiction_area']"", '?a': ""['/medicine/manufactured_drug_form', '/business/consumer_product']""}"
