id,rule,Instances
83968,?b 33 ?a ?a 6 ?b => ?a 22 ?b,19287 33 19170 19170 6 19287 => 19170 22 19287
83969,?a 30 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83970,?a 23 ?b ?b 6 ?a => ?a 22 ?b,19594 23 19383 19383 6 19594 => 19594 22 19383
83971,?a 31 ?b ?b 6 ?a => ?a 22 ?b,<NA>
83972,?a 13 ?b ?b 6 ?a => ?a 22 ?b,19512 13 18927 18927 6 19512 => 19512 22 18927
83973,?a 19 ?b ?b 6 ?a => ?a 22 ?b,<NA>
83974,?a 14 ?b ?b 6 ?a => ?a 22 ?b,<NA>
83975,?a 38 ?b ?b 6 ?a => ?a 22 ?b,<NA>
83976,?a 2 ?b ?b 6 ?a => ?a 22 ?b,<NA>
83977,?a 3 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83978,?b 11 ?f ?f 33 ?a => ?a 5 ?b,<NA>
83979,?a 2 ?f ?f 31 ?b => ?a 11 ?b,20015 2 19231 19231 31 20638 => 20015 11 20638
83980,?f 13 ?b ?a 2 ?f => ?a 11 ?b,19512 13 18927 19689 2 19512 => 19689 11 18927
83981,?a 23 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83982,?b 10 ?a ?b 33 ?a => ?a 22 ?b,<NA>
83983,?a 19 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83984,?a 14 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83985,?a 17 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83986,?a 11 ?b ?b 33 ?a => ?a 22 ?b,19610 11 20501 20501 33 19610 => 19610 22 20501
83987,?a 36 ?b ?b 6 ?a => ?a 22 ?b,19095 36 19050 19050 6 19095 => 19095 22 19050
83988,?a 2 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83989,?a 18 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83990,?b 33 ?a ?a 8 ?b => ?a 22 ?b,19287 33 19170 19170 8 19287 => 19170 22 19287
83991,?a 29 ?b ?b 6 ?a => ?a 22 ?b,19261 29 20072 20072 6 19261 => 19261 22 20072
83992,?a 26 ?b ?b 6 ?a => ?a 22 ?b,18946 26 20515 20515 6 18946 => 18946 22 20515
83993,?a 25 ?b ?b 6 ?a => ?a 22 ?b,<NA>
83994,?a 15 ?b ?b 6 ?a => ?a 22 ?b,<NA>
83995,?a 32 ?b ?b 6 ?a => ?a 22 ?b,<NA>
83996,?b 33 ?a ?b 6 ?a => ?a 22 ?b,19287 33 19170 19287 6 19170 => 19170 22 19287
83997,?a 37 ?b ?b 6 ?a => ?a 22 ?b,19252 37 19383 19383 6 19252 => 19252 22 19383
83998,?a 28 ?b ?b 6 ?a => ?a 22 ?b,19553 28 20510 20510 6 19553 => 19553 22 20510
83999,?a 12 ?b ?b 33 ?a => ?a 22 ?b,<NA>
84000,?a 34 ?b ?b 6 ?a => ?a 22 ?b,<NA>
84001,?b 33 ?a ?a 4 ?b => ?a 22 ?b,<NA>
84002,?a 20 ?b ?b 6 ?a => ?a 22 ?b,19084 20 20047 20047 6 19084 => 19084 22 20047
84003,?b 23 ?a ?b 33 ?a => ?a 22 ?b,<NA>
84004,?b 33 ?a ?a 5 ?b => ?a 22 ?b,19287 33 19170 19170 5 19287 => 19170 22 19287
84005,?b 13 ?a ?b 33 ?a => ?a 22 ?b,19512 13 18927 19512 33 18927 => 18927 22 19512
84006,?b 11 ?f ?f 4 ?a => ?a 5 ?b,19610 11 20501 20501 4 20540 => 20540 5 19610
84007,?b 33 ?a ?b 39 ?a => ?a 22 ?b,<NA>
84008,?b 3 ?a ?b 33 ?a => ?a 22 ?b,<NA>
84009,?b 19 ?a ?b 33 ?a => ?a 22 ?b,<NA>
84010,?b 31 ?a ?b 33 ?a => ?a 22 ?b,<NA>
84011,?b 32 ?a ?b 6 ?a => ?a 22 ?b,<NA>
84012,?b 33 ?a ?b 5 ?a => ?a 22 ?b,19287 33 19170 19287 5 19170 => 19170 22 19287
84013,?b 28 ?a ?b 6 ?a => ?a 22 ?b,19553 28 20510 19553 6 20510 => 20510 22 19553
84014,?b 34 ?a ?b 6 ?a => ?a 22 ?b,<NA>
84015,?b 11 ?f ?f 17 ?a => ?a 5 ?b,<NA>
84016,?b 2 ?a ?b 6 ?a => ?a 22 ?b,<NA>
84017,?b 19 ?a ?b 6 ?a => ?a 22 ?b,<NA>
84018,?b 38 ?a ?b 6 ?a => ?a 22 ?b,<NA>
84019,?b 31 ?a ?b 6 ?a => ?a 22 ?b,<NA>
84020,?b 23 ?a ?b 6 ?a => ?a 22 ?b,19594 23 19383 19594 6 19383 => 19383 22 19594
84021,?b 13 ?a ?b 6 ?a => ?a 22 ?b,19512 13 18927 19512 6 18927 => 18927 22 19512
84022,?b 38 ?a ?a 6 ?b => ?a 22 ?b,<NA>
84023,?b 14 ?a ?b 6 ?a => ?a 22 ?b,<NA>
84024,?a 13 ?b ?b 38 ?a => ?a 22 ?b,19512 13 18927 18927 38 19512 => 19512 22 18927
84025,?a 10 ?b ?b 6 ?a => ?a 22 ?b,<NA>
84026,?a 31 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84027,?a 19 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84028,?a 23 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84029,?a 14 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84030,?a 30 ?b ?b 6 ?a => ?a 22 ?b,20015 30 19196 19196 6 20015 => 20015 22 19196
84031,?b 11 ?f ?f 8 ?a => ?a 5 ?b,<NA>
84032,?a 2 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84033,?b 11 ?f ?f 12 ?a => ?a 5 ?b,<NA>
84034,?b 14 ?a ?b 33 ?a => ?a 22 ?b,<NA>
84035,?b 33 ?a ?b 8 ?a => ?a 22 ?b,19287 33 19170 19287 8 19170 => 19170 22 19287
84036,?a 26 ?b ?b 38 ?a => ?a 22 ?b,18946 26 20515 20515 38 18946 => 18946 22 20515
84037,?a 25 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84038,?a 32 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84039,?b 11 ?f ?f 18 ?a => ?a 5 ?b,19610 11 20501 20501 18 19468 => 19468 5 19610
84040,?a 15 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84041,?a 29 ?b ?b 38 ?a => ?a 22 ?b,19261 29 20072 20072 38 19261 => 19261 22 20072
84042,?a 28 ?b ?b 38 ?a => ?a 22 ?b,19553 28 20510 20510 38 19553 => 19553 22 20510
84043,?b 2 ?a ?b 33 ?a => ?a 22 ?b,<NA>
84044,?b 33 ?a ?b 4 ?a => ?a 22 ?b,<NA>
84045,?a 36 ?b ?b 38 ?a => ?a 22 ?b,19095 36 19050 19050 38 19095 => 19095 22 19050
84046,?a 34 ?b ?b 38 ?a => ?a 22 ?b,20507 34 20505 20505 38 20507 => 20507 22 20505
84047,?b 20 ?a ?b 6 ?a => ?a 22 ?b,19084 20 20047 19084 6 20047 => 20047 22 19084
84048,?a 2 ?f ?b 6 ?f => ?a 11 ?b,20015 2 19231 19288 6 19231 => 20015 11 19288
84049,?b 11 ?a ?b 33 ?a => ?a 22 ?b,19610 11 20501 19610 33 20501 => 20501 22 19610
84050,?e 11 ?a ?e 31 ?b => ?a 11 ?b,19610 11 20501 19610 31 20442 => 20501 11 20442
84051,?a 37 ?b ?b 38 ?a => ?a 22 ?b,19252 37 19383 19383 38 19252 => 19252 22 19383
84052,?b 11 ?f ?f 39 ?a => ?a 5 ?b,19610 11 20501 20501 39 20527 => 20527 5 19610
84053,?b 11 ?f ?a 12 ?f => ?a 5 ?b,<NA>
84054,?b 33 ?a ?b 38 ?a => ?a 22 ?b,19287 33 19170 19287 38 19170 => 19170 22 19287
84055,?b 32 ?a ?b 38 ?a => ?a 22 ?b,<NA>
84056,?a 2 ?f ?f 6 ?b => ?a 11 ?b,20015 2 19231 19231 6 19007 => 20015 11 19007
84057,?b 13 ?a ?b 38 ?a => ?a 22 ?b,19512 13 18927 19512 38 18927 => 18927 22 19512
84058,?b 11 ?f ?a 18 ?f => ?a 5 ?b,19610 11 20501 18875 18 20501 => 18875 5 19610
84059,?a 20 ?b ?b 38 ?a => ?a 22 ?b,19084 20 20047 20047 38 19084 => 19084 22 20047
84060,?b 23 ?a ?b 38 ?a => ?a 22 ?b,<NA>
84061,?b 31 ?a ?b 38 ?a => ?a 22 ?b,<NA>
84062,?b 19 ?a ?b 38 ?a => ?a 22 ?b,<NA>
84063,?b 34 ?a ?b 38 ?a => ?a 22 ?b,20507 34 20505 20507 38 20505 => 20505 22 20507
84064,?b 14 ?a ?b 38 ?a => ?a 22 ?b,<NA>
84065,?b 28 ?a ?b 38 ?a => ?a 22 ?b,19553 28 20510 19553 38 20510 => 20510 22 19553
84066,?b 2 ?a ?b 38 ?a => ?a 22 ?b,<NA>
84067,?b 11 ?f ?a 39 ?f => ?a 5 ?b,<NA>
84068,?b 23 ?a ?a 6 ?b => ?a 22 ?b,19594 23 19383 19383 6 19594 => 19383 22 19594
84069,?e 22 ?a ?e 31 ?b => ?a 11 ?b,<NA>
84070,?b 10 ?a ?b 6 ?a => ?a 22 ?b,<NA>
84071,?a 13 ?b ?b 23 ?a => ?a 22 ?b,19512 13 18927 18927 23 19512 => 19512 22 18927
84072,?a 3 ?b ?b 6 ?a => ?a 22 ?b,19001 3 19325 19325 6 19001 => 19001 22 19325
84073,?b 23 ?a ?a 31 ?b => ?a 22 ?b,19594 23 19383 19383 31 19594 => 19383 22 19594
84074,?a 2 ?b ?b 23 ?a => ?a 22 ?b,<NA>
84075,?a 14 ?b ?b 23 ?a => ?a 22 ?b,<NA>
84076,?b 23 ?a ?a 38 ?b => ?a 22 ?b,<NA>
84077,?a 19 ?b ?b 23 ?a => ?a 22 ?b,<NA>
84078,?a 30 ?b ?b 38 ?a => ?a 22 ?b,20015 30 19196 19196 38 20015 => 20015 22 19196
84079,?b 23 ?a ?a 32 ?b => ?a 22 ?b,<NA>
84080,?b 23 ?a ?a 34 ?b => ?a 22 ?b,<NA>
84081,?b 23 ?a ?a 25 ?b => ?a 22 ?b,<NA>
84082,?a 15 ?b ?b 23 ?a => ?a 22 ?b,<NA>
84083,?b 23 ?a ?a 26 ?b => ?a 22 ?b,<NA>
84084,?b 3 ?a ?b 6 ?a => ?a 22 ?b,19001 3 19325 19001 6 19325 => 19325 22 19001
84085,?b 23 ?a ?a 37 ?b => ?a 22 ?b,19143 23 19124 19124 37 19143 => 19124 22 19143
84086,?b 20 ?a ?b 38 ?a => ?a 22 ?b,19084 20 20047 19084 38 20047 => 20047 22 19084
84087,?b 23 ?a ?a 28 ?b => ?a 22 ?b,<NA>
84088,?a 33 ?b ?b 6 ?a => ?a 22 ?b,19287 33 19170 19170 6 19287 => 19287 22 19170
84089,?a 10 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84090,?b 23 ?a ?a 36 ?b => ?a 22 ?b,<NA>
84091,?a 18 ?b ?b 6 ?a => ?a 22 ?b,20412 18 18864 18864 6 20412 => 20412 22 18864
84092,?b 11 ?f ?f 5 ?a => ?a 5 ?b,19610 11 20501 20501 5 20525 => 20525 5 19610
84093,?e 2 ?a ?e 31 ?b => ?a 11 ?b,<NA>
84094,?a 12 ?b ?b 6 ?a => ?a 22 ?b,<NA>
84095,?b 23 ?a ?a 29 ?b => ?a 22 ?b,<NA>
84096,?b 3 ?a ?b 38 ?a => ?a 22 ?b,19001 3 19325 19001 38 19325 => 19325 22 19001
84097,?b 2 ?a ?b 23 ?a => ?a 22 ?b,<NA>
84098,?b 19 ?a ?b 23 ?a => ?a 22 ?b,<NA>
84099,?b 23 ?a ?b 34 ?a => ?a 22 ?b,<NA>
84100,?b 23 ?a ?b 28 ?a => ?a 22 ?b,<NA>
84101,?b 13 ?a ?b 23 ?a => ?a 22 ?b,19512 13 18927 19512 23 18927 => 18927 22 19512
84102,?b 14 ?a ?b 23 ?a => ?a 22 ?b,<NA>
84103,?b 23 ?a ?b 31 ?a => ?a 22 ?b,19594 23 19383 19594 31 19383 => 19383 22 19594
84104,?a 20 ?b ?b 23 ?a => ?a 22 ?b,19084 20 20047 20047 23 19084 => 19084 22 20047
84105,?a 39 ?b ?b 6 ?a => ?a 22 ?b,19383 39 20585 20585 6 19383 => 19383 22 20585
84106,?b 23 ?a ?b 32 ?a => ?a 22 ?b,<NA>
84107,?a 4 ?b ?b 6 ?a => ?a 22 ?b,<NA>
84108,?b 10 ?a ?b 38 ?a => ?a 22 ?b,<NA>
84109,?a 3 ?b ?b 38 ?a => ?a 22 ?b,19001 3 19325 19325 38 19001 => 19001 22 19325
84110,?a 33 ?b ?b 38 ?a => ?a 22 ?b,19287 33 19170 19170 38 19287 => 19287 22 19170
84111,?b 11 ?f ?a 5 ?f => ?a 5 ?b,<NA>
84112,?e 31 ?b ?a 38 ?e => ?a 11 ?b,<NA>
84113,?b 4 ?a ?b 6 ?a => ?a 22 ?b,<NA>
84114,?b 14 ?a ?a 6 ?b => ?a 22 ?b,<NA>
84115,?e 31 ?b ?e 38 ?a => ?a 11 ?b,<NA>
84116,?b 14 ?a ?a 31 ?b => ?a 22 ?b,<NA>
84117,?a 17 ?b ?b 6 ?a => ?a 22 ?b,<NA>
84118,?b 14 ?a ?a 23 ?b => ?a 22 ?b,<NA>
84119,?a 13 ?b ?b 14 ?a => ?a 22 ?b,19512 13 18927 18927 14 19512 => 19512 22 18927
84120,?b 14 ?a ?a 19 ?b => ?a 22 ?b,<NA>
84121,?b 14 ?a ?a 38 ?b => ?a 22 ?b,<NA>
84122,?b 14 ?a ?a 2 ?b => ?a 22 ?b,<NA>
84123,?b 23 ?a ?a 30 ?b => ?a 22 ?b,<NA>
84124,?b 39 ?a ?b 6 ?a => ?a 22 ?b,19383 39 20585 19383 6 20585 => 20585 22 19383
84125,?f 11 ?a ?b 6 ?f => ?a 11 ?b,<NA>
84126,?f 11 ?a ?b 11 ?f => ?a 5 ?b,19610 11 20501 19252 11 19610 => 20501 5 19252
84127,?b 14 ?a ?a 25 ?b => ?a 22 ?b,<NA>
84128,?b 14 ?a ?a 29 ?b => ?a 22 ?b,<NA>
84129,?b 20 ?a ?b 23 ?a => ?a 22 ?b,19084 20 20047 19084 23 20047 => 20047 22 19084
84130,?b 14 ?a ?a 26 ?b => ?a 22 ?b,<NA>
84131,?b 6 ?a ?a 8 ?b => ?a 22 ?b,<NA>
84132,?a 10 ?b ?b 23 ?a => ?a 22 ?b,<NA>
84133,?b 14 ?a ?a 34 ?b => ?a 22 ?b,<NA>
84134,?a 5 ?b ?b 6 ?a => ?a 22 ?b,<NA>
84135,?b 14 ?a ?a 15 ?b => ?a 22 ?b,<NA>
84136,?b 11 ?f ?f 22 ?a => ?a 5 ?b,19610 11 20501 20501 22 19545 => 19545 5 19610
84137,?b 14 ?a ?a 32 ?b => ?a 22 ?b,<NA>
84138,?b 14 ?a ?a 28 ?b => ?a 22 ?b,19241 14 19553 19553 28 19241 => 19553 22 19241
84139,?b 10 ?a ?b 23 ?a => ?a 22 ?b,<NA>
84140,?b 38 ?a ?a 39 ?b => ?a 22 ?b,<NA>
84141,?b 14 ?a ?a 36 ?b => ?a 22 ?b,19112 14 19843 19843 36 19112 => 19843 22 19112
84142,?b 14 ?a ?a 37 ?b => ?a 22 ?b,<NA>
84143,?b 14 ?a ?b 34 ?a => ?a 22 ?b,<NA>
84144,?a 11 ?f ?b 11 ?f => ?a 5 ?b,<NA>
84145,?b 14 ?a ?b 32 ?a => ?a 22 ?b,<NA>
84146,?b 14 ?a ?b 28 ?a => ?a 22 ?b,19241 14 19553 19241 28 19553 => 19553 22 19241
84147,?b 14 ?a ?a 20 ?b => ?a 22 ?b,<NA>
84148,?a 19 ?e ?e 31 ?b => ?a 11 ?b,19509 19 19093 19093 31 19585 => 19509 11 19585
84149,?b 13 ?a ?b 14 ?a => ?a 22 ?b,19512 13 18927 19512 14 18927 => 18927 22 19512
84150,?b 14 ?a ?b 2 ?a => ?a 22 ?b,<NA>
84151,?b 14 ?a ?b 31 ?a => ?a 22 ?b,<NA>
84152,?b 23 ?a ?a 3 ?b => ?a 22 ?b,<NA>
84153,?b 14 ?a ?b 19 ?a => ?a 22 ?b,<NA>
84154,?b 23 ?a ?b 3 ?a => ?a 22 ?b,<NA>
84155,?b 28 ?a ?a 6 ?b => ?a 22 ?b,19553 28 20510 20510 6 19553 => 20510 22 19553
84156,?b 11 ?f ?a 22 ?f => ?a 5 ?b,<NA>
84157,?b 38 ?a ?a 4 ?b => ?a 22 ?b,<NA>
84158,?e 19 ?a ?e 31 ?b => ?a 11 ?b,<NA>
84159,?b 11 ?f ?f 2 ?a => ?a 5 ?b,<NA>
84160,?a 23 ?b ?b 28 ?a => ?a 22 ?b,<NA>
84161,?f 22 ?a ?b 6 ?f => ?a 11 ?b,19419 22 20072 20053 6 19419 => 20072 11 20053
84162,?b 28 ?a ?a 5 ?b => ?a 22 ?b,19553 28 20510 20510 5 19553 => 20510 22 19553
84163,?a 14 ?b ?b 28 ?a => ?a 22 ?b,19241 14 19553 19553 28 19241 => 19241 22 19553
84164,?a 2 ?b ?b 28 ?a => ?a 22 ?b,<NA>
84165,?b 6 ?a ?b 8 ?a => ?a 22 ?b,<NA>
84166,?a 13 ?b ?b 28 ?a => ?a 22 ?b,<NA>
84167,?b 28 ?a ?a 39 ?b => ?a 22 ?b,<NA>
84168,?a 12 ?b ?b 28 ?a => ?a 22 ?b,<NA>
84169,?b 28 ?a ?a 38 ?b => ?a 22 ?b,19553 28 20510 20510 38 19553 => 20510 22 19553
84170,?b 28 ?a ?a 31 ?b => ?a 22 ?b,19553 28 20510 20510 31 19553 => 20510 22 19553
84171,?b 28 ?a ?a 3 ?b => ?a 22 ?b,19553 28 20510 20510 3 19553 => 20510 22 19553
84172,?b 28 ?a ?a 33 ?b => ?a 22 ?b,<NA>
84173,?b 11 ?f ?f 38 ?a => ?a 5 ?b,19610 11 20501 20501 38 20551 => 20551 5 19610
84174,?a 20 ?b ?b 28 ?a => ?a 22 ?b,<NA>
84175,?b 28 ?a ?a 4 ?b => ?a 22 ?b,19553 28 20510 20510 4 19553 => 20510 22 19553
84176,?a 11 ?b ?b 28 ?a => ?a 22 ?b,<NA>
84177,?b 38 ?a ?b 39 ?a => ?a 22 ?b,<NA>
84178,?a 11 ?b ?b 6 ?a => ?a 22 ?b,19610 11 20501 20501 6 19610 => 19610 22 20501
84179,?a 19 ?b ?b 28 ?a => ?a 22 ?b,<NA>
84180,?b 38 ?a ?b 4 ?a => ?a 22 ?b,<NA>
84181,?a 10 ?b ?b 28 ?a => ?a 22 ?b,<NA>
84182,?b 28 ?a ?a 30 ?b => ?a 22 ?b,<NA>
84183,?a 18 ?b ?b 28 ?a => ?a 22 ?b,<NA>
84184,?b 28 ?a ?b 31 ?a => ?a 22 ?b,19553 28 20510 19553 31 20510 => 20510 22 19553
84185,?b 28 ?a ?a 8 ?b => ?a 22 ?b,<NA>
84186,?a 14 ?e ?e 31 ?b => ?a 11 ?b,18859 14 20271 20271 31 20540 => 18859 11 20540
84187,?b 14 ?a ?a 30 ?b => ?a 22 ?b,<NA>
84188,?b 10 ?a ?b 28 ?a => ?a 22 ?b,<NA>
84189,?b 23 ?a ?a 33 ?b => ?a 22 ?b,<NA>
84190,?b 28 ?a ?b 5 ?a => ?a 22 ?b,19553 28 20510 19553 5 20510 => 20510 22 19553
84191,?b 2 ?a ?b 28 ?a => ?a 22 ?b,<NA>
84192,?b 28 ?a ?b 3 ?a => ?a 22 ?b,19553 28 20510 19553 3 20510 => 20510 22 19553
84193,?b 23 ?a ?a 39 ?b => ?a 22 ?b,19594 23 19383 19383 39 19594 => 19383 22 19594
84194,?b 11 ?f ?a 2 ?f => ?a 5 ?b,<NA>
84195,?b 28 ?a ?b 39 ?a => ?a 22 ?b,<NA>
84196,?a 18 ?b ?b 23 ?a => ?a 22 ?b,20412 18 18864 18864 23 20412 => 20412 22 18864
84197,?b 28 ?a ?b 8 ?a => ?a 22 ?b,<NA>
84198,?a 11 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84199,?b 13 ?a ?b 28 ?a => ?a 22 ?b,<NA>
84200,?e 14 ?a ?e 31 ?b => ?a 11 ?b,<NA>
84201,?b 14 ?a ?b 20 ?a => ?a 22 ?b,<NA>
84202,?b 20 ?a ?b 28 ?a => ?a 22 ?b,<NA>
84203,?b 19 ?a ?b 28 ?a => ?a 22 ?b,<NA>
84204,?a 17 ?b ?b 28 ?a => ?a 22 ?b,<NA>
84205,?b 38 ?a ?a 8 ?b => ?a 22 ?b,<NA>
84206,?b 11 ?a ?b 28 ?a => ?a 22 ?b,<NA>
84207,?b 14 ?a ?a 3 ?b => ?a 22 ?b,<NA>
84208,?b 38 ?a ?a 5 ?b => ?a 22 ?b,<NA>
84209,?b 19 ?a ?a 6 ?b => ?a 22 ?b,<NA>
84210,?a 23 ?e ?e 31 ?b => ?a 11 ?b,<NA>
84211,?a 17 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84212,?b 28 ?a ?b 4 ?a => ?a 22 ?b,19553 28 20510 19553 4 20510 => 20510 22 19553
84213,?a 13 ?b ?b 19 ?a => ?a 22 ?b,19512 13 18927 18927 19 19512 => 19512 22 18927
84214,?f 2 ?a ?b 6 ?f => ?a 11 ?b,<NA>
84215,?b 19 ?a ?a 32 ?b => ?a 22 ?b,<NA>
84216,?b 19 ?a ?a 29 ?b => ?a 22 ?b,19178 19 19390 19390 29 19178 => 19390 22 19178
84217,?a 12 ?b ?b 38 ?a => ?a 22 ?b,<NA>
84218,?b 19 ?a ?a 23 ?b => ?a 22 ?b,<NA>
84219,?b 19 ?a ?a 34 ?b => ?a 22 ?b,<NA>
84220,?b 19 ?a ?a 31 ?b => ?a 22 ?b,<NA>
84221,?b 38 ?a ?b 8 ?a => ?a 22 ?b,<NA>
84222,?a 14 ?b ?b 19 ?a => ?a 22 ?b,<NA>
84223,?b 19 ?a ?a 26 ?b => ?a 22 ?b,19323 19 19931 19931 26 19323 => 19931 22 19323
84224,?b 11 ?f ?a 38 ?f => ?a 5 ?b,19610 11 20501 19935 38 20501 => 19935 5 19610
84225,?b 19 ?a ?a 25 ?b => ?a 22 ?b,<NA>
84226,?b 19 ?a ?a 28 ?b => ?a 22 ?b,<NA>
84227,?b 19 ?a ?a 38 ?b => ?a 22 ?b,<NA>
84228,?e 23 ?a ?e 31 ?b => ?a 11 ?b,19594 23 19383 19594 31 19733 => 19383 11 19733
84229,?b 19 ?a ?a 2 ?b => ?a 22 ?b,<NA>
84230,?b 19 ?a ?a 36 ?b => ?a 22 ?b,<NA>
84231,?b 19 ?a ?b 32 ?a => ?a 22 ?b,<NA>
84232,?a 10 ?b ?b 14 ?a => ?a 22 ?b,<NA>
84233,?b 19 ?a ?a 37 ?b => ?a 22 ?b,<NA>
84234,?a 15 ?b ?b 19 ?a => ?a 22 ?b,<NA>
84235,?b 11 ?f ?f 19 ?a => ?a 5 ?b,<NA>
84236,?a 18 ?b ?b 38 ?a => ?a 22 ?b,20412 18 18864 18864 38 20412 => 20412 22 18864
84237,?b 19 ?a ?b 34 ?a => ?a 22 ?b,<NA>
84238,?e 31 ?b ?a 31 ?e => ?a 11 ?b,<NA>
84239,?b 19 ?a ?b 2 ?a => ?a 22 ?b,<NA>
84240,?b 19 ?a ?b 31 ?a => ?a 22 ?b,<NA>
84241,?b 13 ?a ?b 19 ?a => ?a 22 ?b,19512 13 18927 19512 19 18927 => 18927 22 19512
84242,?b 31 ?a ?a 6 ?b => ?a 22 ?b,<NA>
84243,?e 31 ?a ?e 31 ?b => ?a 11 ?b,<NA>
84244,?f 38 ?a ?b 6 ?f => ?a 11 ?b,<NA>
84245,?b 11 ?a ?b 6 ?a => ?a 22 ?b,19610 11 20501 19610 6 20501 => 20501 22 19610
84246,?a 13 ?b ?b 31 ?a => ?a 22 ?b,19512 13 18927 18927 31 19512 => 19512 22 18927
84247,?b 23 ?a ?a 4 ?b => ?a 22 ?b,<NA>
84248,?b 10 ?a ?b 14 ?a => ?a 22 ?b,<NA>
84249,?b 31 ?a ?a 38 ?b => ?a 22 ?b,<NA>
84250,?b 19 ?a ?a 20 ?b => ?a 22 ?b,<NA>
84251,?a 19 ?b ?b 31 ?a => ?a 22 ?b,<NA>
84252,?a 13 ?e ?e 31 ?b => ?a 11 ?b,<NA>
84253,?b 11 ?f ?f 14 ?a => ?a 5 ?b,<NA>
84254,?a 26 ?b ?b 31 ?a => ?a 22 ?b,18946 26 20515 20515 31 18946 => 18946 22 20515
84255,?a 23 ?b ?b 31 ?a => ?a 22 ?b,19594 23 19383 19383 31 19594 => 19594 22 19383
84256,?e 13 ?a ?e 31 ?b => ?a 11 ?b,<NA>
84257,?b 31 ?a ?a 32 ?b => ?a 22 ?b,<NA>
84258,?a 25 ?b ?b 31 ?a => ?a 22 ?b,<NA>
84259,?a 29 ?b ?b 31 ?a => ?a 22 ?b,19261 29 20072 20072 31 19261 => 19261 22 20072
84260,?b 14 ?a ?a 33 ?b => ?a 22 ?b,<NA>
84261,?a 14 ?b ?b 31 ?a => ?a 22 ?b,<NA>
84262,?a 2 ?b ?b 31 ?a => ?a 22 ?b,<NA>
84263,?b 11 ?a ?b 38 ?a => ?a 22 ?b,<NA>
84264,?b 19 ?a ?b 20 ?a => ?a 22 ?b,<NA>
84265,?b 31 ?a ?b 32 ?a => ?a 22 ?b,<NA>
84266,?b 11 ?f ?a 19 ?f => ?a 5 ?b,<NA>
84267,?b 31 ?a ?a 34 ?b => ?a 22 ?b,<NA>
84268,?b 31 ?a ?a 37 ?b => ?a 22 ?b,<NA>
84269,?b 31 ?a ?b 34 ?a => ?a 22 ?b,<NA>
84270,?b 14 ?a ?a 4 ?b => ?a 22 ?b,<NA>
84271,?a 15 ?b ?b 31 ?a => ?a 22 ?b,<NA>
84272,?b 11 ?f ?f 23 ?a => ?a 5 ?b,<NA>
84273,?a 17 ?b ?b 23 ?a => ?a 22 ?b,<NA>
84274,?b 2 ?a ?b 31 ?a => ?a 22 ?b,<NA>
84275,?a 28 ?b ?b 31 ?a => ?a 22 ?b,19553 28 20510 20510 31 19553 => 19553 22 20510
84276,?b 31 ?a ?a 36 ?b => ?a 22 ?b,<NA>
84277,?b 11 ?f ?f 31 ?a => ?a 5 ?b,<NA>
84278,?b 23 ?a ?a 8 ?b => ?a 22 ?b,19594 23 19383 19383 8 19594 => 19383 22 19594
84279,?b 5 ?a ?b 6 ?a => ?a 22 ?b,<NA>
84280,?b 11 ?f ?a 14 ?f => ?a 5 ?b,19610 11 20501 19727 14 20501 => 19727 5 19610
84281,?b 14 ?a ?a 17 ?b => ?a 22 ?b,<NA>
84282,?b 13 ?a ?b 31 ?a => ?a 22 ?b,19512 13 18927 19512 31 18927 => 18927 22 19512
84283,?a 12 ?b ?b 23 ?a => ?a 22 ?b,<NA>
84284,?b 14 ?a ?b 3 ?a => ?a 22 ?b,<NA>
84285,?b 14 ?a ?a 8 ?b => ?a 22 ?b,<NA>
84286,?a 10 ?b ?b 19 ?a => ?a 22 ?b,<NA>
84287,?b 11 ?f ?f 13 ?a => ?a 5 ?b,<NA>
84288,?f 19 ?a ?b 6 ?f => ?a 11 ?b,<NA>
84289,?a 29 ?b ?b 39 ?a => ?a 22 ?b,19261 29 20072 20072 39 19261 => 19261 22 20072
84290,?b 23 ?a ?b 8 ?a => ?a 22 ?b,19594 23 19383 19594 8 19383 => 19383 22 19594
84291,?b 19 ?a ?a 3 ?b => ?a 22 ?b,<NA>
84292,?a 32 ?b ?b 39 ?a => ?a 22 ?b,<NA>
84293,?a 34 ?b ?b 39 ?a => ?a 22 ?b,<NA>
